Company Id,Company Owner.id,Company Owner,Company Name,Phone,Parent/Holding Companies,Association or Affiliation,Website,Tag,Description,Created By.id,Created By,Modified By.id,Modified By,Created Time,Modified Time,Last Activity Time,QuickBooks ID,Billing Street,Billing City,Billing State,Billing Country,Billing Code
zcrm_6921033000000582279,zcrm_6921033000000570001,Cory Kronheim,Ole Miss,,,,,Contact,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-07-01 06:35:52,2025-08-06 10:56:35,2026-03-23 14:23:42,,,,,,
zcrm_6921033000000582280,zcrm_6921033000000570001,Cory Kronheim,Junior Achievement of Middle TN,,,,,Prospect,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-07-25 15:40:45,2025-08-06 10:55:20,2026-03-23 14:23:42,,,,,,
zcrm_6921033000000582281,zcrm_6921033000000570001,Cory Kronheim,Eisner Amper,,,,,Referral,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-07-25 15:40:45,2025-08-06 10:47:35,2025-12-07 16:43:10,,,,,,
zcrm_6921033000000582284,zcrm_6921033000000570001,Cory Kronheim,"ChanceLight Behavioral Health, Therapy, & Education",615-361-4000,,,,Prospect,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-07-25 15:40:45,2025-08-06 10:45:32,2025-12-07 16:43:08,,,,,,
zcrm_6921033000000582285,zcrm_6921033000000570001,Cory Kronheim,Fox and Spindle,,,,,Contact,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-07-25 15:40:45,2025-08-06 10:54:43,2025-12-07 16:43:09,,,,,,
zcrm_6921033000000582286,zcrm_6921033000000570001,Cory Kronheim,"AICO Insights, Inc.",,,,,Referral,Platform developer for AI tools across industries,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-07-25 15:40:45,2025-08-06 10:43:16,2025-12-07 16:43:09,,,,,,
zcrm_6921033000000582287,zcrm_6921033000000570001,Cory Kronheim,Strategic Opulence LLC,917-974-6875,,,,Referral,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-07-01 08:48:13,2025-08-06 10:58:50,2026-03-23 14:23:42,,,,,,
zcrm_6921033000000582288,zcrm_6921033000000570001,Cory Kronheim,Bank Director,,,Bank Director,,Prospect,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-07-25 15:40:45,2025-08-13 16:38:10,2026-03-23 14:23:41,,,,,,
zcrm_6921033000000582290,zcrm_6921033000000570001,Cory Kronheim,Formos Consulting,615-708-8870,,,,Referral,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-07-25 15:40:45,2025-08-06 10:54:20,2026-03-23 14:23:42,,,,,,
zcrm_6921033000000582291,zcrm_6921033000000570001,Cory Kronheim,ServisFirst Bank,615-516-9610,,,,Prospect,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-07-01 14:13:32,2025-08-06 16:17:55,2026-03-23 14:23:42,,,,,,
zcrm_6921033000000582292,zcrm_6921033000000570001,Cory Kronheim,FHN Financial,901-230-3818,FHN Financial,,,Prospect,Holding Company for First Horizon Bank,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-07-25 15:40:45,2025-08-11 10:23:58,2026-03-23 14:23:42,,,,,,
zcrm_6921033000000582294,zcrm_6921033000000570001,Cory Kronheim,Three Roots Capital,865-322-0168,,,,Referral,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-07-01 14:16:46,2025-08-06 16:18:25,2026-03-23 14:23:42,,,,,,
zcrm_6921033000000582296,zcrm_6921033000000570001,Cory Kronheim,Powell Valley National Bank,423-571-4522,,,,Potential Prospect,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-07-01 14:19:50,2025-08-06 10:57:21,2026-03-23 14:23:42,,,,,,
zcrm_6921033000000582298,zcrm_6921033000000570001,Cory Kronheim,Current Marketing Solutions,585-766-3893,,,,Prospect,TBA!,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-07-01 14:21:05,2025-08-06 10:47:06,2025-12-07 16:43:03,,,,,,
zcrm_6921033000000582300,zcrm_6921033000000570001,Cory Kronheim,Mental Health Cooperative,615-571-4244,,,,Prospect,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-07-01 14:22:16,2025-08-06 10:56:08,2025-12-07 16:43:11,,,,,,
zcrm_6921033000000582302,zcrm_6921033000000570001,Cory Kronheim,Abacor,347-978-6137,,,,Referral,Platform to build AI for CPA firms. They will never be a deal- only referral source,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-07-25 15:40:45,2025-08-06 10:43:25,2026-03-23 14:23:42,,,,,,
zcrm_6921033000000582303,zcrm_6921033000000570001,Cory Kronheim,Wonderschool,415-650-7535,,,,Contact,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-07-01 16:26:02,2025-08-06 16:20:03,2026-03-23 14:23:42,,,,,,
zcrm_6921033000000582305,zcrm_6921033000000570001,Cory Kronheim,Sebastian Strong,,,,,Referral,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-07-02 08:16:30,2025-08-06 10:57:39,2026-03-23 14:23:41,,,,,,
zcrm_6921033000000582306,zcrm_6921033000000570001,Cory Kronheim,Paypal,,,,,Contact,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-07-13 06:42:47,2025-08-06 10:57:01,2026-03-23 14:23:40,,,,,,
zcrm_6921033000000582307,zcrm_6921033000000570001,Cory Kronheim,Kodiak Solutions,,,,,Referral,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-07-13 07:16:10,2025-08-06 10:55:25,2026-01-03 14:23:41,,,,,,
zcrm_6921033000000582308,zcrm_6921033000000570001,Cory Kronheim,Bluebook,,,,,Referral,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-07-25 15:40:45,2025-08-06 10:44:53,2026-01-26 14:23:40,,,,,,
zcrm_6921033000000599181,zcrm_6921033000000570001,Cory Kronheim,Studio Bank,,,,,Prospect,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-07-30 10:13:15,2025-08-06 10:59:00,2026-03-23 14:23:42,,,,,,
zcrm_6921033000000599233,zcrm_6921033000000570001,Cory Kronheim,Trial Innovations,415-944-9989,,,,Prospect,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-05 12:07:12,2025-08-06 16:19:19,2026-03-23 14:23:41,,6257 Westover Drive,Oakland,CA,,94611
zcrm_6921033000000599368,zcrm_6921033000000570001,Cory Kronheim,Hanmi Bancorporation,,,,,Prospect,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-05 17:06:57,2025-08-06 10:54:54,2026-03-23 14:23:42,,,,,,
zcrm_6921033000000599414,zcrm_6921033000000570001,Cory Kronheim,B1Bank,,,,,Referral,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-05 17:13:05,2025-08-06 10:44:03,2026-03-23 14:23:42,,,,,,
zcrm_6921033000000605034,zcrm_6921033000000570001,Cory Kronheim,SM Advisors,,,,www.smaiadvisors.com,Contact,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-06 10:09:01,2025-08-06 10:57:50,2026-01-18 14:23:44,,,,,,
zcrm_6921033000000616700,zcrm_6921033000000570001,Cory Kronheim,Tennessee Bankers Association,800-964-5525,,Tennessee Bankers Association,,Prospect,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-06 16:25:25,2025-10-22 15:35:07,2026-03-23 14:23:42,,"211 Athens Way, Suite 100",Nashville,TN,USA,37228
zcrm_6921033000000616712,zcrm_6921033000000570001,Cory Kronheim,Rachel Barrett & Company,615-969-0696,,,,Potential Prospect,Political consulting firm,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-06 16:28:43,2025-08-12 09:50:37,2026-03-23 14:23:41,,,,,,
zcrm_6921033000000621799,zcrm_6921033000000570001,Cory Kronheim,People's Bank of Alabama,,,,,Prospect,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-07 16:19:22,2025-08-07 16:20:36,2026-03-23 14:23:40,,,,,,
zcrm_6921033000000633019,zcrm_6921033000000570001,Cory Kronheim,Texas First Bank,,,,,Prospect,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-11 10:07:01,2025-08-12 09:51:36,2026-03-23 14:23:41,,,,,,
zcrm_6921033000000634001,zcrm_6921033000000570001,Cory Kronheim,Abelian Partners,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-07 14:37:49,2025-08-07 14:37:49,2025-12-07 16:43:15,,,,,,
zcrm_6921033000000635009,zcrm_6921033000000570001,Cory Kronheim,Mauldin & Jenkins,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-11 10:09:37,2025-08-11 10:09:37,2026-03-23 14:23:40,,,,,,
zcrm_6921033000000645244,zcrm_6921033000000570001,Cory Kronheim,TMO (The Marathon Organization),,,Tennessee Bankers Association,,,"TMO, Inc.
T/A The Marathon Organization, LTD",zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-12 16:01:26,2025-08-13 16:32:19,2026-03-23 14:23:42,,1300 Wellington Ct,Virginia Beach,VA,USA,23454
zcrm_6921033000000656082,zcrm_6921033000000570001,Cory Kronheim,Upper Cumberlands,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-14 14:23:43,2025-08-14 14:23:43,2026-03-23 14:23:40,,,,,,
zcrm_6921033000000656092,zcrm_6921033000000570001,Cory Kronheim,First Bank,615-549-9611,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-14 14:23:43,2026-03-05 10:21:56,2026-03-23 14:23:42,,"1221 Broadway, Suite 1300",Nashville,TN,,37203
zcrm_6921033000000656201,zcrm_6921033000000570001,Cory Kronheim,AutoWorld of Smyrna,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-15 10:56:51,2025-08-15 10:56:51,2025-12-07 16:43:18,,,,,,
zcrm_6921033000000656210,zcrm_6921033000000570001,Cory Kronheim,Valor Collegiate Academies,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-15 10:58:03,2025-08-15 10:58:03,2026-03-23 14:23:42,,,,,,
zcrm_6921033000000656219,zcrm_6921033000000570001,Cory Kronheim,APS Payroll,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-15 10:58:38,2025-08-15 10:58:38,2025-12-06 14:23:40,,,,,,
zcrm_6921033000000656232,zcrm_6921033000000570001,Cory Kronheim,Phathom Pharmaceuticals,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-15 10:59:25,2025-08-15 10:59:25,2025-12-07 16:43:18,,,,,,
zcrm_6921033000000656241,zcrm_6921033000000570001,Cory Kronheim,Old National Bank,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-15 10:59:48,2025-08-15 10:59:48,2026-03-23 14:23:41,,,,,,
zcrm_6921033000000656250,zcrm_6921033000000570001,Cory Kronheim,"Workspace Solutions, Inc",,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-15 11:00:19,2025-08-15 11:00:19,2025-12-07 16:43:19,,,,,,
zcrm_6921033000000656266,zcrm_6921033000000570001,Cory Kronheim,Sequoia Financial Group,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-15 11:01:26,2025-08-15 11:01:26,2026-03-23 14:23:41,,,,,,
zcrm_6921033000000656278,zcrm_6921033000000570001,Cory Kronheim,"John M. DeMarco, LLC",,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-15 11:04:17,2025-08-15 11:04:17,2026-03-23 14:23:41,,,,,,
zcrm_6921033000000656287,zcrm_6921033000000570001,Cory Kronheim,JW Technology & Design,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-15 11:05:08,2025-08-15 11:05:08,2025-12-07 16:43:21,,,,,,
zcrm_6921033000000656300,zcrm_6921033000000570001,Cory Kronheim,Engage PEO,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-15 11:06:47,2025-08-15 11:06:47,2026-04-02 14:23:40,,,,,,
zcrm_6921033000000656313,zcrm_6921033000000570001,Cory Kronheim,ASA,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-15 11:08:03,2025-08-15 11:08:03,2025-12-07 16:43:22,,,,,,
zcrm_6921033000000656322,zcrm_6921033000000570001,Cory Kronheim,Pinnacle Bank,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-15 11:08:28,2025-08-15 11:08:28,2026-03-23 14:23:42,,,,,,
zcrm_6921033000000656331,zcrm_6921033000000570001,Cory Kronheim,Life Force Chiropractic,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-15 11:08:56,2025-08-15 11:08:56,2026-03-23 14:23:42,,,,,,
zcrm_6921033000000656348,zcrm_6921033000000570001,Cory Kronheim,Sera Advisors,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-15 11:17:32,2025-08-15 11:17:32,2026-03-23 14:23:40,,,,,,
zcrm_6921033000000681087,zcrm_6921033000000570001,Cory Kronheim,Branded Golf,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-25 12:02:42,2025-08-25 12:02:42,2026-03-23 14:23:40,,,,,,
zcrm_6921033000000681153,zcrm_6921033000000570001,Cory Kronheim,Vertice AI,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-25 15:49:43,2025-08-25 15:49:43,2026-03-23 14:23:41,,,,,,
zcrm_6921033000000688010,zcrm_6921033000000570001,Cory Kronheim,"Maverick Business Partners, LLC",615-424-4145,,,,,Bookkeeping and management advice for small businesses,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-08-27 10:05:32,2025-08-27 10:08:29,2026-03-23 14:23:41,,,,,,
zcrm_6921033000000706054,zcrm_6921033000000570001,Cory Kronheim,Loving Well Ministries,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-09-02 09:56:49,2025-09-02 09:56:49,2025-12-07 16:42:56,,,,,,
zcrm_6921033000000706099,zcrm_6921033000000570001,Cory Kronheim,IE2 Construction,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-09-03 09:02:13,2025-09-03 09:02:13,2026-03-23 14:23:40,,,,,,
zcrm_6921033000000706108,zcrm_6921033000000570001,Cory Kronheim,Allen Construction LLC,,,CFO Leadership Council,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-09-03 09:02:45,2025-10-03 09:06:47,2026-03-23 14:23:40,,,,,,
zcrm_6921033000000706117,zcrm_6921033000000570001,Cory Kronheim,SAK Construction,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-09-03 09:03:15,2025-09-03 09:03:15,2026-03-23 14:23:40,,,,,,
zcrm_6921033000000706126,zcrm_6921033000000570001,Cory Kronheim,R.G. Smith Co.,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-09-03 09:03:38,2025-09-03 09:03:38,2026-03-23 14:23:40,,,,,,
zcrm_6921033000000706135,zcrm_6921033000000570001,Cory Kronheim,"Salmon Electrical Contractors, Inc",,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-09-03 09:04:09,2025-09-03 09:04:09,2025-12-07 16:42:55,,,,,,
zcrm_6921033000000706144,zcrm_6921033000000570001,Cory Kronheim,"Miller Bros. Construction, Inc",,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-09-03 09:04:33,2025-09-03 09:04:33,2025-12-07 16:42:55,,,,,,
zcrm_6921033000000706153,zcrm_6921033000000570001,Cory Kronheim,Faber Construction,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-09-03 09:04:55,2025-09-03 09:04:55,2025-12-05 06:27:13,,,,,,
zcrm_6921033000000706162,zcrm_6921033000000570001,Cory Kronheim,Rose Paving,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-09-03 09:05:13,2025-09-03 09:05:13,2025-12-07 16:42:59,,,,,,
zcrm_6921033000000706171,zcrm_6921033000000570001,Cory Kronheim,"CIty BES, LLC",,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-09-03 09:05:37,2025-09-03 09:05:37,2025-12-07 16:43:00,,,,,,
zcrm_6921033000000706180,zcrm_6921033000000570001,Cory Kronheim,Iron Mike Construction LLC,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-09-03 09:06:00,2025-09-03 09:06:00,2025-12-07 16:42:55,,,,,,
zcrm_6921033000000706189,zcrm_6921033000000570001,Cory Kronheim,Pylon Building Group,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-09-03 09:06:31,2025-09-03 09:06:31,2025-12-05 06:27:13,,,,,,
zcrm_6921033000000706198,zcrm_6921033000000570001,Cory Kronheim,RaderMcCary Inc,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-09-03 09:06:59,2025-09-03 09:06:59,2025-12-05 06:27:13,,,,,,
zcrm_6921033000000722002,zcrm_6921033000000570001,Cory Kronheim,CFO Leadership Council,,,CFO Leadership Council,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-09-10 11:45:14,2025-09-15 09:22:01,2025-09-15 09:22:01,,,,,,
zcrm_6921033000000730002,zcrm_6921033000000570001,Cory Kronheim,Balanced Wellness,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-09-11 10:40:12,2025-09-11 10:40:12,2025-12-05 06:27:12,,,,,,
zcrm_6921033000000731066,zcrm_6921033000000570001,Cory Kronheim,JL Events & Association Management,,,CFO Leadership Council,https://jenniferlangleyevents.weebly.com/,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-09-15 09:20:33,2025-09-15 09:21:44,2026-03-23 14:23:40,,,,,,
zcrm_6921033000000732081,zcrm_6921033000000570001,Cory Kronheim,Embark,,,,,Potential Prospect,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-09-15 11:19:21,2025-09-15 11:19:21,2026-03-23 14:23:40,,,,,,
zcrm_6921033000000732082,zcrm_6921033000000570001,Cory Kronheim,Life Well Therapy,615-800-0918,,,,Potential Prospect,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-09-15 11:19:21,2025-09-15 11:19:21,,,,,,,
zcrm_6921033000000732083,zcrm_6921033000000570001,Cory Kronheim,Cleveland Clinic,440-465-7449,,,,Potential Prospect,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-09-15 11:19:21,2025-09-15 11:19:21,2025-12-06 14:23:40,,,,,,
zcrm_6921033000000732084,zcrm_6921033000000570001,Cory Kronheim,Great Lakes Brewing Co,305-240-1498,,,,Potential Prospect,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-09-15 11:19:21,2025-09-15 11:19:21,2025-12-06 14:23:40,,,,,,
zcrm_6921033000000732085,zcrm_6921033000000570001,Cory Kronheim,Sherwin Williams,216-906-5932,,,,Potential Prospect,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-09-15 11:19:21,2025-09-15 11:19:21,2026-03-23 14:23:41,,,,,,
zcrm_6921033000000732086,zcrm_6921033000000570001,Cory Kronheim,CBIZ HCM,615-295-0894,,,,Potential Prospect,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-09-15 11:19:21,2025-09-15 11:19:21,2025-12-06 14:23:40,,,,,,
zcrm_6921033000000732087,zcrm_6921033000000570001,Cory Kronheim,"Randy Button & Associates, Inc.",615-347-3476,,,,Potential Prospect,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-09-15 11:19:21,2025-09-15 11:19:21,2026-03-23 14:23:41,,,,,,
zcrm_6921033000000754003,zcrm_6921033000000570001,Cory Kronheim,The Standard,,,,,,"Standard Retirement Services, Inc",zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-10-02 10:33:29,2025-10-27 09:52:57,2026-02-27 13:47:06,,,,,,
zcrm_6921033000000754020,zcrm_6921033000000570001,Cory Kronheim,First Rule,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-10-02 10:37:37,2025-10-02 10:37:37,2026-03-23 14:23:40,,,,,,
zcrm_6921033000000754037,zcrm_6921033000000570001,Cory Kronheim,International Finance Bank,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-10-06 10:54:05,2025-10-06 10:54:05,2026-03-23 14:23:41,,,,,,
zcrm_6921033000000756001,zcrm_6921033000000570001,Cory Kronheim,Bass Berry & Sims,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-10-02 10:34:30,2025-10-02 10:34:30,2026-03-23 14:23:40,,,,,,
zcrm_6921033000000756028,zcrm_6921033000000570001,Cory Kronheim,Commercial Bank and Trust Company,,,,,,Referred by Andy Davies,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-10-06 10:53:09,2025-10-14 12:24:53,2026-03-23 14:23:41,,,Memphis,TN,,
zcrm_6921033000000763046,zcrm_6921033000000570001,Cory Kronheim,Parsons Corporation,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-10-06 11:33:32,2025-10-06 11:33:32,2026-03-23 14:23:41,,,,,,
zcrm_6921033000000763097,zcrm_6921033000000570001,Cory Kronheim,United Southern (Unisouth) Bank,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-10-14 12:40:58,2025-10-14 12:43:24,2026-03-23 14:23:41,,750 N Central Ave,Umatilla,FL,32784,
zcrm_6921033000000763110,zcrm_6921033000000570001,Cory Kronheim,Smart Money Workplace Solutions,,,,,,"Met at Community News Event in Miami, October 2025",zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-10-14 12:41:31,2025-10-14 12:44:17,2025-12-07 16:42:44,,"10661 N Kendall Dr, Suite 229",Miami,FL,33176,
zcrm_6921033000000763119,zcrm_6921033000000570001,Cory Kronheim,Grove Bank & Trust,,,,,,Oscar Ortiz intro,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-10-14 12:41:46,2025-10-14 12:44:53,2026-03-23 14:23:41,,2701 South Bayshore Drive,Miami,FL,33133,
zcrm_6921033000000763128,zcrm_6921033000000570001,Cory Kronheim,US Century Bank,,,,,,Oscar Ortiz intro,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-10-14 12:42:03,2025-10-14 12:45:46,2026-03-23 14:23:42,,2301 NW 87th Ave,Doral,FL,33172,
zcrm_6921033000000763137,zcrm_6921033000000570001,Cory Kronheim,BankMiami,305-323-7000,,,https://www.bankmiami.com/,,Oscar Ortiz intro,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-10-14 12:42:17,2025-12-04 11:44:50,2026-03-31 14:23:40,,"1515 Sunset Drive, Suite 26",Miami,FL,USA,33143
zcrm_6921033000000763155,zcrm_6921033000000570001,Cory Kronheim,South State Bank,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-10-14 12:42:27,2025-10-14 12:46:31,2026-03-23 14:23:40,,,,,,
zcrm_6921033000000808033,zcrm_6921033000000570001,Cory Kronheim,"Standard Retirement Services, Inc.",,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-10-31 14:23:41,2025-10-31 14:23:41,2026-03-23 14:23:42,,,,,,
zcrm_6921033000000826014,zcrm_6921033000000570001,Cory Kronheim,TNBank,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-11-03 10:03:03,2025-11-03 10:03:03,2026-03-23 14:23:42,,,,,,
zcrm_6921033000000879002,zcrm_6921033000000570001,Cory Kronheim,Community Bank,731.968.6624,,,www.community-bank.net,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-11-11 11:22:49,2025-11-18 09:32:48,2026-03-23 14:23:41,,19 Natchez Trace St.,Lexington,TN,,38351
zcrm_6921033000000954002,zcrm_6921033000000570001,Cory Kronheim,PAAST,305-567-0150,,,https://paast.com,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-12-01 13:20:21,2025-12-01 13:20:21,2026-03-23 14:23:41,Oscar referral,255 Alhambra Cir #1100,Coral Gables,FL,,33134
zcrm_6921033000000979607,zcrm_6921033000000570001,Cory Kronheim,Butler Snow,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-12-08 11:18:14,2025-12-08 11:18:14,2026-03-23 14:23:41,,,,,,
zcrm_6921033000000979751,zcrm_6921033000000570001,Cory Kronheim,Elliott Davis,,,,,,,zcrm_6921033000000570001,Cory Kronheim,zcrm_6921033000000570001,Cory Kronheim,2025-12-08 11:25:22,2025-12-08 11:25:22,2026-03-23 14:23:41,,,,,,
